WrkRef;CNC;DIS_PsfFile;DIS_CfgFile;PrdRefDst;Extension
Behrens CB625 / IBH;358;pstbeh03.exe;pstbeh03.se1;DXFPAR0105;
Behrens CB20 II / IBH;353;pstbeh02.exe;pstbeh02.se1;DXFPART7;
Bodor Fiber Laser /LA8000;359;Pstbdr02.exe;Pstbdr02.se1;Pieza_prueba_Maxwell;.PIM
Bodor Fiber Laser /LA8000;360;Pstbdr02.exe;Pstbdr02.se1;Pieza_prueba_Maxwell_2;.PIM
Bodor Fiber Laser /LA8000;361;Pstbdr02.exe;Pstbdr02.se1;DXFPART7;.PIM
Bodor Fiber Laser /LA8000;362;Pstbdr02.exe;Pstbdr02.se1;DXFPUNC0;.PIM
Bodor Fiber Laser /LA8000;363;Pstbdr02.exe;Pstbdr02.se1;DXFPAR0105;.PIM
Bodor Laser / Beckhoff;364;psttqi01.exe;psttqi01.se1;Pieza_prueba_Maxwell;.NC
Bodor Laser / Beckhoff;365;psttqi01.exe;psttqi01.se1;DXFPART7;.NC
Bodor Laser / Beckhoff;366;psttqi01.exe;psttqi01.se1;Pieza_prueba_Maxwell_2;.NC
Bodor Laser / Beckhoff;367;psttqi01.exe;psttqi01.se1;DXFPUNC0;.NC
Bodor Laser / Beckhoff;368;psttqi01.exe;psttqi01.se1;DXFPAR0105;.NC
BODOR Laser / Cypcut;296;PstBdr07.exe;PstBdr07.se1;Pieza_prueba_Maxwell;.NC
BODOR Laser / Cypcut;297;PstBdr07.exe;PstBdr07.se1;Pieza_prueba_Maxwell_2;.NC
BODOR Laser / Cypcut;298;PstBdr07.exe;PstBdr07.se1;DXFPART7;.NC
BODOR Laser / Cypcut;299;PstBdr07.exe;PstBdr07.se1;DXFPUNC0;.NC
BODOR Laser / Cypcut;300;PstBdr07.exe;PstBdr07.se1;DXFPAR0105;.NC
BODOR P3015 / BodorPro2;301;pstbdr06.exe;pstbdr06.se1;Pieza_prueba_Maxwell;.NC
BODOR P3015 / BodorPro2;302;pstbdr06.exe;pstbdr06.se1;DXFPART7;.NC
BODOR P3015 / BodorPro2;303;pstbdr06.exe;pstbdr06.se1;DXFPUNC0;.NC
BODOR P3015 / BodorPro2;304;pstbdr06.exe;pstbdr06.se1;Pieza_prueba_Maxwell_2;.NC
BODOR P3015 / BodorPro2;305;pstbdr06.exe;pstbdr06.se1;DXFPAR0105;.NC
BODOR P3015 / BodorPro2 2;306;pstbdr06.exe;O.se1;Pieza_prueba_Maxwell;.NC
BODOR P3015 / BodorPro2 2;307;pstbdr06.exe;O.se1;DXFPART7;.NC
BODOR P3015 / BodorPro2 2;308;pstbdr06.exe;O.se1;DXFPUNC0;.NC
BODOR P3015 / BodorPro2 2;309;pstbdr06.exe;O.se1;Pieza_prueba_Maxwell_2;.NC
BODOR P3015 / BodorPro2 2;310;pstbdr06.exe;O.se1;DXFPAR0105;.NC
BOSCHER;311;PstBos01.exe;PstBos01.se1;Pieza_prueba_Maxwell_2;.CNC
BOSCHER;312;PstBos01.exe;PstBos01.se1;DXFPAR0105;.CNC
BOSCHER;313;PstBos01.exe;PstBos01.se1;DXFPART7;.CNC
BOSCHER ROTATION;314;PstBos01.exe;P.se1;Pieza_prueba_Maxwell_2;.CNC
BOSCHER ROTATION;315;PstBos01.exe;P.se1;DXFPART7;.CNC
BOSCHER ROTATION;316;PstBos01.exe;P.se1;DXFPAR0105;.CNC
ByJet 3322;369;pstbys02.exe;pstbys02.se1;Pieza_prueba_Maxwell;.NCP
ByJet 3322;370;pstbys02.exe;pstbys02.se1;Pieza_prueba_Maxwell_2;.NCP
ByJet 3322;371;pstbys02.exe;pstbys02.se1;DXFPAR0105;.NCP
ByJet 3322;372;pstbys02.exe;pstbys02.se1;DXFPART7;.NCP
ByJet 3322 2;373;pstbys02.exe;Q.se1;Pieza_prueba_Maxwell;.NCP
ByJet 3322 2;374;pstbys02.exe;Q.se1;Pieza_prueba_Maxwell_2;.NCP
ByJet 3322 2;375;pstbys02.exe;Q.se1;DXFPAR0105;.NCP
ByJet 3322 2;376;pstbys02.exe;Q.se1;DXFPART7;.NCP
ByJet 4022;377;pstbys02.exe;R.se1;Pieza_prueba_Maxwell;.ncp
ByJet 4022;378;pstbys02.exe;R.se1;DXFPAR0105;.ncp
ByJet 4022;379;pstbys02.exe;R.se1;Pieza_prueba_Maxwell_2;.ncp
ByJet 4022;380;pstbys02.exe;R.se1;DXFPART7;.ncp
Bylas/Bystronic;396;pstbys01.exe;pstbys01.se1;Pieza_prueba_Maxwell;.LCC
Bylas/Bystronic;397;pstbys01.exe;pstbys01.se1;DXFPART7;.LCC
Bylas/Bystronic;398;pstbys01.exe;pstbys01.se1;Pieza_prueba_Maxwell_2;.LCC
Bylas/Bystronic;399;pstbys01.exe;pstbys01.se1;DXFPUNC0;.LCC
Bylas/Bystronic;400;pstbys01.exe;pstbys01.se1;DXFPAR0105;.LCC
Bystronic 6000;401;pstbys01.exe;pstbys01.se9;Pieza_prueba_Maxwell;.LCC
Bystronic 6000;402;pstbys01.exe;pstbys01.se9;Pieza_prueba_Maxwell_2;.LCC
Bystronic 6000;403;pstbys01.exe;pstbys01.se9;DXFPUNC0;.LCC
Bystronic 6000;404;pstbys01.exe;pstbys01.se9;DXFPART7;.LCC
Bystronic 6000;405;pstbys01.exe;pstbys01.se9;DXFPAR0105;.LCC
Bystronic ByAutonom 3015;406;pstbys01.exe;S.se1;Pieza_prueba_Maxwell;.lcc
Bystronic ByAutonom 3015;407;pstbys01.exe;S.se1;Pieza_prueba_Maxwell_2;.lcc
Bystronic ByAutonom 3015;408;pstbys01.exe;S.se1;DXFPUNC0;.lcc
Bystronic ByAutonom 3015;409;pstbys01.exe;S.se1;DXFPART7;.lcc
Bystronic ByAutonom 3015;410;pstbys01.exe;S.se1;DXFPAR0105;.lcc
Bystronic Byjet;425;pstbys02.exe;T.se1;Pieza_prueba_Maxwell;.NCP
Bystronic Byjet;426;pstbys02.exe;T.se1;Pieza_prueba_Maxwell_2;.NCP
Bystronic Byjet;427;pstbys02.exe;T.se1;DXFPART7;.NCP
Bystronic Byjet;428;pstbys02.exe;T.se1;DXFPAR0105;.NCP
Bystronic Byjet 2;429;pstbys02.exe;U.se1;Pieza_prueba_Maxwell;.NCP
Bystronic Byjet 2;430;pstbys02.exe;U.se1;Pieza_prueba_Maxwell_2;.NCP
Bystronic Byjet 2;431;pstbys02.exe;U.se1;DXFPART7;.NCP
Bystronic Byjet 2;432;pstbys02.exe;U.se1;DXFPAR0105;.NCP
BySpeed 4400;381;pstbys01.exe;V.se1;Pieza_prueba_Maxwell;.LCC
BySpeed 4400;382;pstbys01.exe;V.se1;Pieza_prueba_Maxwell_2;.LCC
BySpeed 4400;383;pstbys01.exe;V.se1;DXFPUNC0;.LCC
BySpeed 4400;384;pstbys01.exe;V.se1;DXFPART7;.LCC
BySpeed 4400;385;pstbys01.exe;V.se1;DXFPAR0105;.LCC
BySprint 3015 ByVision;391;pstbys01.exe;PstBys01.se2;Pieza_prueba_Maxwell;.LCC
BySprint 3015 ByVision;392;pstbys01.exe;PstBys01.se2;DXFPART7;.LCC
BySprint 3015 ByVision;393;pstbys01.exe;PstBys01.se2;Pieza_prueba_Maxwell_2;.LCC
BySprint 3015 ByVision;394;pstbys01.exe;PstBys01.se2;DXFPUNC0;.LCC
BySprint 3015 ByVision;395;pstbys01.exe;PstBys01.se2;DXFPAR0105;.LCC
BySprint 3015;386;pstbys01.exe;W.se1;Pieza_prueba_Maxwell;.lcc
BySprint 3015;387;pstbys01.exe;W.se1;DXFPUNC0;.lcc
BySprint 3015;388;pstbys01.exe;W.se1;Pieza_prueba_Maxwell_2;.lcc
BySprint 3015;389;pstbys01.exe;W.se1;DXFPART7;.lcc
BySprint 3015;390;pstbys01.exe;W.se1;DXFPAR0105;.lcc
Bystronic BySprint 8020 Fiber 6000;411;pstbys01.exe;X.se1;Pieza_prueba_Maxwell;.ncp
Bystronic BySprint 8020 Fiber 6000;412;pstbys01.exe;X.se1;Pieza_prueba_Maxwell_2;.ncp
Bystronic BySprint 8020 Fiber 6000;413;pstbys01.exe;X.se1;DXFPUNC0;.ncp
Bystronic BySprint 8020 Fiber 6000;414;pstbys01.exe;X.se1;DXFPART7;.ncp
Bystronic BySprint 8020 Fiber 6000;415;pstbys01.exe;X.se1;DXFPAR0105;.ncp
Bystronic Bystar 4025;433;pstbys01.exe;Y.se1;Pieza_prueba_Maxwell;.ncp
Bystronic Bystar 4025;434;pstbys01.exe;Y.se1;Pieza_prueba_Maxwell_2;.ncp
Bystronic Bystar 4025;435;pstbys01.exe;Y.se1;DXFPART7;.ncp
Bystronic Bystar 4025;436;pstbys01.exe;Y.se1;DXFPUNC0;.ncp
Bystronic Bystar 4025;437;pstbys01.exe;Y.se1;DXFPAR0105;.ncp
Bystronic ByStar Fiber 3015;416;pstbys04.exe;pstbys04.se1;Pieza_prueba_Maxwell;.ccp
Bystronic ByStar Fiber 3015;417;pstbys04.exe;pstbys04.se1;Pieza_prueba_Maxwell_2;.ccp
Bystronic ByStar Fiber 3015;418;pstbys04.exe;pstbys04.se1;DXFPART7;.ccp
Bystronic ByStar Fiber 3015;419;pstbys04.exe;pstbys04.se1;DXFPAR0105;.ccp
Bystronic ByVention;420;pstbys03.exe;pstbys03.se1;Pieza_prueba_Maxwell;.ncp
Bystronic ByVention;421;pstbys03.exe;pstbys03.se1;Pieza_prueba_Maxwell_2;.ncp
Bystronic ByVention;422;pstbys03.exe;pstbys03.se1;DXFPART7;.ncp
Bystronic ByVention;423;pstbys03.exe;pstbys03.se1;DXFPUNC0;.ncp
Bystronic ByVention;424;pstbys03.exe;pstbys03.se1;DXFPAR0105;.ncp
Bystronic Fiber 4020;443;pstbys01.exe;Z.se1;Pieza_prueba_Maxwell;.LCC
Bystronic Fiber 4020;444;pstbys01.exe;Z.se1;Pieza_prueba_Maxwell_2;.LCC
Bystronic Fiber 4020;445;pstbys01.exe;Z.se1;DXFPUNC0;.LCC
Bystronic Fiber 4020;446;pstbys01.exe;Z.se1;DXFPART7;.LCC
Bystronic Fiber 4020;447;pstbys01.exe;Z.se1;DXFPAR0105;.LCC
Bystronic Fiber;438;pstbys01.exe;00.se2;Pieza_prueba_Maxwell;.NCP
Bystronic Fiber;439;pstbys01.exe;00.se2;Pieza_prueba_Maxwell_2;.NCP
Bystronic Fiber;440;pstbys01.exe;00.se2;DXFPART7;.NCP
Bystronic Fiber;441;pstbys01.exe;00.se2;DXFPUNC0;.NCP
Bystronic Fiber;442;pstbys01.exe;00.se2;DXFPAR0105;.NCP
Cutlite Blade;458;PstPln05.exe;PstPln05.se1;Pieza_prueba_Maxwell;.ISO
Cutlite Blade;459;PstPln05.exe;PstPln05.se1;Pieza_prueba_Maxwell_2;.ISO
Cutlite Blade;460;PstPln05.exe;PstPln05.se1;DXFPART7;.ISO
Cutlite Blade;461;PstPln05.exe;PstPln05.se1;DXFPUNC0;.ISO
Cutlite Blade;462;PstPln05.exe;PstPln05.se1;DXFPAR0105;.ISO
Cutlite-Penta PLUS 6020/SmartManager3.0;463;pstala01.exe;pstala01.se2;Pieza_prueba_Maxwell;.nc
Cutlite-Penta PLUS 6020/SmartManager3.0;464;pstala01.exe;pstala01.se2;Pieza_prueba_Maxwell_2;.nc
Cutlite-Penta PLUS 6020/SmartManager3.0;465;pstala01.exe;pstala01.se2;DXFPAR0105;.nc
Cutlite-Penta PLUS 6020/SmartManager3.0;466;pstala01.exe;pstala01.se2;DXFPUNC0;.nc
Cutter Machine Bevel/ESA Kv;467;PstCtt02.exe;PstCtt02.se1;Pieza_prueba_Maxwell;.PGM
Cutter Machine Bevel/ESA Kv;468;PstCtt02.exe;PstCtt02.se1;Pieza_prueba_Maxwell_2;.PGM
Cutter Machine Bevel/ESA Kv;469;PstCtt02.exe;PstCtt02.se1;DXFPAR0105;.PGM
Cutter Machine Bevel/ESA Kv;470;PstCtt02.exe;PstCtt02.se1;DXFPART7;.PGM
CY LASER 1530 EL 3.0 KW;448;pstcyl03.exe;pstcyl03.se1;Pieza_prueba_Maxwell;.pgm
CY LASER 1530 EL 3.0 KW;449;pstcyl03.exe;pstcyl03.se1;Pieza_prueba_Maxwell_2;.pgm
CY LASER 1530 EL 3.0 KW;450;pstcyl03.exe;pstcyl03.se1;DXFPART7;.pgm
CY LASER 1530 EL 3.0 KW;451;pstcyl03.exe;pstcyl03.se1;DXFPUNC0;.pgm
CY LASER 1530 EL 3.0 KW;452;pstcyl03.exe;pstcyl03.se1;DXFPAR0105;.pgm
CY Laser;453;pstcyl03.exe;01.se1;Pieza_prueba_Maxwell;.PGM
CY Laser;454;pstcyl03.exe;01.se1;DXFPART7;.PGM
CY Laser;455;pstcyl03.exe;01.se1;Pieza_prueba_Maxwell_2;.PGM
CY Laser;456;pstcyl03.exe;01.se1;DXFPUNC0;.PGM
CY Laser;457;pstcyl03.exe;01.se1;DXFPAR0105;.PGM
DADAM/SENTROL;471;Pstdda01.exe;Pstdda01.se1;Pieza_prueba_Maxwell;.CNC
DADAM/SENTROL;472;Pstdda01.exe;Pstdda01.se1;Pieza_prueba_Maxwell_2;.CNC
DADAM/SENTROL;473;Pstdda01.exe;Pstdda01.se1;DXFPUNC0;.CNC
DADAM/SENTROL;474;Pstdda01.exe;Pstdda01.se1;DXFPART7;.CNC
DADAM/SENTROL;475;Pstdda01.exe;Pstdda01.se1;DXFPAR0105;.CNC
Danobat Cupra / Fagor 8070;501;pstgoi06.exe;pstgoi06.se1;Pieza_prueba_Maxwell_2;.PIM
Danobat Cupra / Fagor 8070;502;pstgoi06.exe;pstgoi06.se1;DXFPAR0105;.PIM
Dener FL 3015 / Fanuc;503;PstDen03.exe;PstDen03.se1;Pieza_prueba_Maxwell;.txt
Dener FL 3015 / Fanuc;504;PstDen03.exe;PstDen03.se1;Pieza_prueba_Maxwell_2;.txt
Dener FL 3015 / Fanuc;505;PstDen03.exe;PstDen03.se1;DXFPAR0105;.txt
Dener FL 3015 / Fanuc;506;PstDen03.exe;PstDen03.se1;DXFPART7;.txt
DIGISAF 100;479;pstnum05.exe;pstnum05.se1;Pieza_prueba_Maxwell;
DIGISAF 100;480;pstnum05.exe;pstnum05.se1;DXFPART7;
DIGISAF 100;481;pstnum05.exe;pstnum05.se1;DXFPUNC0;
DIGISAF 100;482;pstnum05.exe;pstnum05.se1;Pieza_prueba_Maxwell_2;
DIGISAF 100;483;pstnum05.exe;pstnum05.se1;DXFPAR0105;
DIGISAF 510;489;PstBur06.exe;PstBur06.se1;Pieza_prueba_Maxwell_2;.CNC
DIGISAF 510;490;PstBur06.exe;PstBur06.se1;DXFPART7;.CNC
DIGISAF 510;491;PstBur06.exe;PstBur06.se1;Pieza_prueba_Maxwell;.CNC
DIGISAF 510;492;PstBur06.exe;PstBur06.se1;DXFPAR0105;.CNC
Durma HDF 4020 III / Sinumerik 840D;511;pstdur11.exe;pstdur11.se1;Pieza_prueba_Maxwell;.arc
Durma HDF 4020 III / Sinumerik 840D;512;pstdur11.exe;pstdur11.se1;Pieza_prueba_Maxwell_2;.arc
Durma HDF 4020 III / Sinumerik 840D;513;pstdur11.exe;pstdur11.se1;DXFPART7;.arc
Durma HDF 4020 III / Sinumerik 840D;514;pstdur11.exe;pstdur11.se1;DXFPUNC0;.arc
Durma HDF 4020 III / Sinumerik 840D;515;pstdur11.exe;pstdur11.se1;DXFPAR0105;.arc
Durma Rexroth Laser;537;pstdur17.exe;pstdur17.se1;Pieza_prueba_Maxwell;.npg
Durma Rexroth Laser;538;pstdur17.exe;pstdur17.se1;DXFPART7;.npg
Durma Rexroth Laser;539;pstdur17.exe;pstdur17.se1;Pieza_prueba_Maxwell_2;.npg
Durma Rexroth Laser;540;pstdur17.exe;pstdur17.se1;DXFPUNC0;.npg
Durma Rexroth Laser;541;pstdur17.exe;pstdur17.se1;DXFPAR0105;.npg
Durma Laser / Sinumerik 840D;516;pstdur05.exe;pstdur05.se1;Pieza_prueba_Maxwell;.LNC
Durma Laser / Sinumerik 840D;517;pstdur05.exe;pstdur05.se1;DXFPART7;.LNC
Durma Laser / Sinumerik 840D;518;pstdur05.exe;pstdur05.se1;DXFPUNC0;.LNC
Durma Laser / Sinumerik 840D;519;pstdur05.exe;pstdur05.se1;Pieza_prueba_Maxwell_2;.LNC
Durma Laser / Sinumerik 840D;520;pstdur05.exe;pstdur05.se1;DXFPAR0105;.LNC
Durma Plasma Bevel / ESA;521;PstDur10.exe;PstDur10.se1;Pieza_prueba_Maxwell;.PGM
Durma Plasma Bevel / ESA;522;PstDur10.exe;PstDur10.se1;DXFPART7;.PGM
Durma Plasma Bevel / ESA;523;PstDur10.exe;PstDur10.se1;Pieza_prueba_Maxwell_2;.PGM
Durma Plasma Bevel / ESA;524;PstDur10.exe;PstDur10.se1;DXFPAR0105;.PGM
Durma Punch Press / Sinumerik 840D;525;PstDur01.exe;PstDur01.se1;Pieza_prueba_Maxwell_2;.MPF
Durma Punch Press / Sinumerik 840D;526;PstDur01.exe;PstDur01.se1;DXFPART7;.MPF
Durma Punch Press / Sinumerik 840D;527;PstDur01.exe;PstDur01.se1;DXFPAR0105;.MPF
Durma RP6 Rotation / Sinumerik 840D;531;PstDur01.exe;02.se1;Pieza_prueba_Maxwell_2;.MPF
Durma RP6 Rotation / Sinumerik 840D;532;PstDur01.exe;02.se1;DXFPART7;.MPF
Durma RP6 Rotation / Sinumerik 840D;533;PstDur01.exe;02.se1;DXFPAR0105;.MPF
Durma RP6 / Siemens Sinumerik;528;PstDur16.exe;PstDur16.se1;Pieza_prueba_Maxwell_2;.txt
Durma RP6 / Siemens Sinumerik;529;PstDur16.exe;PstDur16.se1;DXFPART7;.txt
Durma RP6 / Siemens Sinumerik;530;PstDur16.exe;PstDur16.se1;DXFPAR0105;.txt
Durma RP9 Rotation / Sinumerik 840D;534;PstDur01.exe;03.se1;Pieza_prueba_Maxwell_2;.MPF
Durma RP9 Rotation / Sinumerik 840D;535;PstDur01.exe;03.se1;DXFPART7;.MPF
Durma RP9 Rotation / Sinumerik 840D;536;PstDur01.exe;03.se1;DXFPAR0105;.MPF
Durma / Sinumerik;507;PstDur07.exe;PstDur07.se1;DXFPART7;.MPF
Durma / Sinumerik;508;PstDur07.exe;PstDur07.se1;Pieza_prueba_Maxwell;.MPF
Durma / Sinumerik;509;PstDur07.exe;PstDur07.se1;Pieza_prueba_Maxwell_2;.MPF
Durma / Sinumerik;510;PstDur07.exe;PstDur07.se1;DXFPAR0105;.MPF
Durma TP9 / Sinumerik 840D;542;PstDur01.exe;PstDur01.se8;Pieza_prueba_Maxwell_2;.MPF
Durma TP9 / Sinumerik 840D;543;PstDur01.exe;PstDur01.se8;DXFPART7;.MPF
Durma TP9 / Sinumerik 840D;544;PstDur01.exe;PstDur01.se8;DXFPAR0105;.MPF
Durma XML Plasma;550;PstDur13.exe;PstDur13.se1;Pieza_prueba_Maxwell;.xml
Durma XML Plasma;551;PstDur13.exe;PstDur13.se1;Pieza_prueba_Maxwell_2;.xml
Durma XML Plasma;552;PstDur13.exe;PstDur13.se1;DXFPAR0105;.xml
Durma XML;545;PstDur12.exe;PstDur12.se1;Pieza_prueba_Maxwell;.XML
Durma XML;546;PstDur12.exe;PstDur12.se1;Pieza_prueba_Maxwell_2;.XML
Durma XML;547;PstDur12.exe;PstDur12.se1;DXFPART7;.XML
Durma XML;548;PstDur12.exe;PstDur12.se1;DXFPUNC0;.XML
Durma XML;549;PstDur12.exe;PstDur12.se1;DXFPAR0105;.XML
DXF-Generator 3;497;Pstdxf03.exe;Pstdxf03.se1;Pieza_prueba_Maxwell;.DXF
DXF-Generator 3;498;Pstdxf03.exe;Pstdxf03.se1;Pieza_prueba_Maxwell_2;.DXF
DXF-Generator 3;499;Pstdxf03.exe;Pstdxf03.se1;DXFPART7;.DXF
DXF-Generator 3;500;Pstdxf03.exe;Pstdxf03.se1;DXFPAR0105;.DXF
DXF-Generator;493;pstdxf01.exe;pstdxf01.se1;Pieza_prueba_Maxwell;.DXF
DXF-Generator;494;pstdxf01.exe;pstdxf01.se1;DXFPAR0105;.DXF
DXF-Generator;495;pstdxf01.exe;pstdxf01.se1;DXFPART7;.DXF
DXF-Generator;496;pstdxf01.exe;pstdxf01.se1;Pieza_prueba_Maxwell_2;.DXF
Eagle iNspire 1530;590;psteag01.exe;psteag01.se1;Pieza_prueba_Maxwell;.NC
Eagle iNspire 1530;591;psteag01.exe;psteag01.se1;Pieza_prueba_Maxwell_2;.NC
Eagle iNspire 1530;592;psteag01.exe;psteag01.se1;DXFPAR0105;.NC
Eagle iNspire 1530;593;psteag01.exe;psteag01.se1;DXFPUNC0;.NC
Eckert / Burny 10;594;PstEck04.exe;PstEck04.se1;Pieza_prueba_Maxwell;.ESI
Eckert / Burny 10;595;PstEck04.exe;PstEck04.se1;Pieza_prueba_Maxwell_2;.ESI
Eckert / Burny 10;596;PstEck04.exe;PstEck04.se1;DXFPART7;.ESI
Eckert / Burny 10;597;PstEck04.exe;PstEck04.se1;DXFPUNC0;.ESI
Eckert / Burny 10;598;PstEck04.exe;PstEck04.se1;DXFPAR0105;.ESI
EPCA ANC A;558;PstEpc01.exe;PstEpc01.se1;Pieza_prueba_Maxwell;.NCP
EPCA ANC A;559;PstEpc01.exe;PstEpc01.se1;Pieza_prueba_Maxwell_2;.NCP
EPCA ANC A;560;PstEpc01.exe;PstEpc01.se1;DXFPART7;.NCP
EPCA ANC A;561;PstEpc01.exe;PstEpc01.se1;DXFPAR0105;.NCP
Ermaksan Fiber Laser 2kW / Beckhoff;612;psterm14.exe;psterm14.se1;Pieza_prueba_Maxwell;.nc
Ermaksan Fiber Laser 2kW / Beckhoff;613;psterm14.exe;psterm14.se1;DXFPAR0105;.nc
Ermaksan Fiber Laser 2kW / Beckhoff;614;psterm14.exe;psterm14.se1;DXFPUNC0;.nc
Ermaksan Fiber Laser 2kW / Beckhoff;615;psterm14.exe;psterm14.se1;Pieza_prueba_Maxwell_2;.nc
Ermaksan / Hypertherm;608;psterm17.exe;psterm17.se1;Pieza_prueba_Maxwell;.cnc
Ermaksan / Hypertherm;609;psterm17.exe;psterm17.se1;DXFPART7;.cnc
Ermaksan / Hypertherm;610;psterm17.exe;psterm17.se1;Pieza_prueba_Maxwell_2;.cnc
Ermaksan / Hypertherm;611;psterm17.exe;psterm17.se1;DXFPAR0105;.cnc
Ermaksan Laser / BECKHOFF;616;psterm14.exe;04.se1;Pieza_prueba_Maxwell;.nc
Ermaksan Laser / BECKHOFF;617;psterm14.exe;04.se1;DXFPUNC0;.nc
Ermaksan Laser / BECKHOFF;618;psterm14.exe;04.se1;DXFPAR0105;.nc
Ermaksan Laser / BECKHOFF;619;psterm14.exe;04.se1;Pieza_prueba_Maxwell_2;.nc
Ermaksan Laser / Beckhoff 2;620;psterm14.exe;05.se1;Pieza_prueba_Maxwell;.nc
Ermaksan Laser / Beckhoff 2;621;psterm14.exe;05.se1;Pieza_prueba_Maxwell_2;.nc
Ermaksan Laser / Beckhoff 2;622;psterm14.exe;05.se1;DXFPUNC0;.nc
Ermaksan Laser / Beckhoff 2;623;psterm14.exe;05.se1;DXFPAR0105;.nc
Ermaksan Laser / Power Automation;624;psterm13.exe;psterm13.se1;Pieza_prueba_Maxwell;.cnc
Ermaksan Laser / Power Automation;625;psterm13.exe;psterm13.se1;DXFPAR0105;.cnc
Ermaksan Laser / Power Automation;626;psterm13.exe;psterm13.se1;Pieza_prueba_Maxwell_2;.cnc
Ermaksan Laser / Power Automation;627;psterm13.exe;psterm13.se1;DXFPUNC0;.cnc
Ermaksan Turret Punch Press / Fanuc;628;psterm10.exe;psterm10.se1;Pieza_prueba_Maxwell_2;.ZNC
Ermaksan Turret Punch Press / Fanuc;629;psterm10.exe;psterm10.se1;DXFPART7;.ZNC
Ermaksan Turret Punch Press / Fanuc;630;psterm10.exe;psterm10.se1;DXFPAR0105;.ZNC
ERMAKSAN XPR 300M;562;PstHyp01.exe;PstHyp01.se1;Pieza_prueba_Maxwell_2;.cnc
ERMAKSAN XPR 300M;563;PstHyp01.exe;PstHyp01.se1;Pieza_prueba_Maxwell;.cnc
ERMAKSAN XPR 300M;564;PstHyp01.exe;PstHyp01.se1;DXFPART7;.cnc
ERMAKSAN XPR 300M;565;PstHyp01.exe;PstHyp01.se1;DXFPAR0105;.cnc
Esab Avenger / Vision Plus;631;pstesb19.exe;pstesb19.se1;Pieza_prueba_Maxwell;.CNC
Esab Avenger / Vision Plus;632;pstesb19.exe;pstesb19.se1;DXFPART7;.CNC
Esab Avenger / Vision Plus;633;pstesb19.exe;pstesb19.se1;Pieza_prueba_Maxwell_2;.CNC
Esab Avenger / Vision Plus;634;pstesb19.exe;pstesb19.se1;DXFPUNC0;.CNC
Esab Avenger / Vision Plus;635;pstesb19.exe;pstesb19.se1;DXFPAR0105;.CNC
Esab NCE 390;636;pstesb01.exe;pstesb01.se1;Pieza_prueba_Maxwell;.MPG
Esab NCE 390;637;pstesb01.exe;pstesb01.se1;Pieza_prueba_Maxwell_2;.MPG
Esab NCE 390;638;pstesb01.exe;pstesb01.se1;DXFPART7;.MPG
Esab NCE 390;639;pstesb01.exe;pstesb01.se1;DXFPAR0105;.MPG
ESAB Oxycut Triple Cuthead;570;pstesb01.exe;06.se1;Pieza_prueba_Maxwell;.MPG
ESAB Oxycut Triple Cuthead;571;pstesb01.exe;06.se1;Pieza_prueba_Maxwell_2;.MPG
ESAB Oxycut Triple Cuthead;572;pstesb01.exe;06.se1;DXFPAR0105;.MPG
ESAB Oxycut Triple Cuthead;573;pstesb01.exe;06.se1;DXFPART7;.MPG
ESAB Oxycut VBA Triple Cuthead/VISION55;574;pstesb16.exe;pstesb16.se2;Pieza_prueba_Maxwell;.MPG
ESAB Oxycut VBA Triple Cuthead/VISION55;575;pstesb16.exe;pstesb16.se2;Pieza_prueba_Maxwell_2;.MPG
ESAB Oxycut VBA Triple Cuthead/VISION55;576;pstesb16.exe;pstesb16.se2;DXFPART7;.MPG
ESAB Oxycut VBA Triple Cuthead/VISION55;577;pstesb16.exe;pstesb16.se2;DXFPAR0105;.MPG
ESAB Oxycut;566;pstesb01.exe;07.se1;Pieza_prueba_Maxwell;.MPG
ESAB Oxycut;567;pstesb01.exe;07.se1;Pieza_prueba_Maxwell_2;.MPG
ESAB Oxycut;568;pstesb01.exe;07.se1;DXFPAR0105;.MPG
ESAB Oxycut;569;pstesb01.exe;07.se1;DXFPART7;.MPG
Esab Oxycut 2;640;pstEsb08.exe;pstEsb08.se3;Pieza_prueba_Maxwell;.MPG
Esab Oxycut 2;641;pstEsb08.exe;pstEsb08.se3;Pieza_prueba_Maxwell_2;.MPG
Esab Oxycut 2;642;pstEsb08.exe;pstEsb08.se3;DXFPART7;.MPG
Esab Oxycut 2;643;pstEsb08.exe;pstEsb08.se3;DXFPAR0105;.MPG
ESAB Plasma VBA 1Cuthead / VISION55;582;pstesb16.exe;pstesb16.se1;Pieza_prueba_Maxwell;.MPG
ESAB Plasma VBA 1Cuthead / VISION55;583;pstesb16.exe;pstesb16.se1;Pieza_prueba_Maxwell_2;.MPG
ESAB Plasma VBA 1Cuthead / VISION55;584;pstesb16.exe;pstesb16.se1;DXFPAR0105;.MPG
ESAB Plasma VBA 1Cuthead / VISION55;585;pstesb16.exe;pstesb16.se1;DXFPART7;.MPG
Esab Plasma VBA-CHF new offset/Vision55;648;pstesb20.exe;pstesb20.se1;Pieza_prueba_Maxwell;.MPG
Esab Plasma VBA-CHF new offset/Vision55;649;pstesb20.exe;pstesb20.se1;DXFPAR0105;.MPG
Esab Plasma VBA-CHF new offset/Vision55;650;pstesb20.exe;pstesb20.se1;Pieza_prueba_Maxwell_2;.MPG
